n#11124961	Fernand_Léger Fernand_léger
n#00163779	designação nomeação
v#02684924	prosseguir continuar sustenar
n#01696849	crocodilo
a#00618493	Saltear saltear
n#06201476	antropocentrismo antropocentrismo
n#14335097	Palpitação palpitação
v#01774426	abominar odiar detestar ter_nojo_de
n#03571706	Cartucho
n#07731006	radicchio
a#00384195	pétreo
v#02608004	ficar_perto morar_como_vizinho
n#07490042	satirismo satiríase
a#00092933	heurístico
n#02890940	sapata
n#06090397	Fotoquímica fotoquímica
a#02926936	automobilístico automotivo
n#10934611	Emily_Dickinson Emily_dickinson
n#02801938	cesto
n#03864994	sobrecarga
n#03586448	dama_de_ferro
a#00914983	literal textual
v#00645939	explorar
n#09726246	paraguaio
n#07029088	sintonia
n#02049088	Gaviidae mobelha
v#01762528	excitar
n#08967484	Maurício Maurícia Mauricia Maurícia Maurícias
n#05172322	magnitude
n#02834147	Bhang
n#10112591	camarada amizade conhecido
n#15136147	semana
n#10822338	Aristóteles Aristoteles Aristóteles
n#08792083	Crescente_Fértil Crescente_fértil
n#04540397	regulador_de_tensão
n#06494816	lista_de_espera
a#00865007	desempregado
n#05462315	sistema_nervoso
a#02016535	retórico
n#11772154	Catharanthus
n#14213199	doença
a#02049648	tricúspide
n#13421832	orçamento
n#09472597	vulcão
n#06931199	Línguas_tibeto-birmanesas
v#01752495	parir fazer
n#03007955	carvão
n#11354333	William_Tyndale William_tyndale
n#01310789	Guerra_da_Sucessão_Espanhola Guerra_da_sucessão_espanhola
n#09810707	incendiário
n#13970124	estabilidade
a#01916693	apográfico apócrifo nãoautêntico
n#11035957	Friedrich_Hayek Friedrich_hayek
n#14725217	actinolita
n#12597333	Serenoa_repens
n#12462951	Ruscus
n#01232091	sessão
n#03095699	Navio_porta-contentores
r#00317390	insensivelmente friamente
n#10769459	desperdiçador
n#10923313	Charles_Darwin Charles_darwin
n#14238953	hamartoma
n#05227079	bulbo
n#05147940	produtividade rendimento_(economia)
n#06818747	sinal_de_visto
n#08855505	Curitiba
a#00447753	circundante
a#00495916	anedótico
n#05638063	habilidade arte
n#06968707	Tocarianos
n#10398370	pessoa_com_paranóia
n#11211696	Severo_Ochoa Severo_ochoa
n#10152616	guru guru
n#09375693	Nuptse
n#01930852	lombriga
a#01975833	pertinente procedente
n#03934416	Ponte_Pierre_Laporte
n#11444038	luz_do_dia luz_do_sol_durante_o_dia
n#04836491	aspiração ambição
n#06200178	tendência predisposição
n#10313580	Microbiologistas
n#00115292	reboque
n#14524198	Nebulosidade
n#14202520	calázio
n#12813393	Bignoniaceae
n#09550899	oceânides
n#01365885	Neisseria_gonorrhoeae
n#03723267	marchetaria marchetaria
v#00637259	calcular computar
n#07674001	Canola
v#00159553	incorrer
n#10236304	parente família
v#02347220	empenhar
n#00303495	Voo_a_vela
n#09120087	Brooklyn
n#13377268	cheque letra_de_câmbio
a#02748757	inercial
n#07772935	côco
v#00237259	diminuir
n#04765038	solidariedade coesão
n#03208815	acesso_ao_disco
v#00800242	descumprir
n#02939565	calendário
n#09735113	turco_otomano
n#10760340	eleitor
v#00607405	estudar
n#09223911	Barreira_hemato-encefálica Barreira_hematoencefálica barreira_hemato-encefálica barreira_hematoencefálica
a#01808227	fabulosa
n#01919504	Tentaculata
n#10883380	Nicolas_Léonard_Sadi_Carnot Nicolas_léonard_sadi_carnot
n#05755486	acomodação
n#00964569	agressão
n#03699975	máquina maquinaria
v#00094153	hipertrofiar
n#03096439	contrafagote
n#07307172	capítulo
n#08801099	Bizâncio Bisâncio
n#06511560	renúncia
n#11390364	Hank_Williams
n#08280124	academia
v#01323338	envenenar empeçonhar
n#15084110	urease
v#00771961	incitar instigar impelir
n#11538716	Anthoceros
n#06840187	runa
n#02017878	Fulica
n#06472242	confissão
v#02694933	situar achar
n#11754188	Mimosoideae
n#12493208	Alfarroba alfarrobeira alfarrobeira
n#09350776	Estreito_de_Menai Estreito_de_menai
n#01873310	ornitorrinco ornitorrinco
n#06556481	mandato mandatos
n#03608870	khat
n#13821977	quociente_de_inteligência quociente_de_inteligência Q.I. QI
a#02056265	espiritual religioso
n#09211056	Auriga
a#02935530	intestinal entérico do_intestino
n#12202352	Tiliaceae
v#02466670	legislar
a#00667936	online em_linha ligado
n#11308396	Stephen_Sondheim Stephen_sondheim
n#14725364	andesito
a#01325777	noticioso informativo
n#14438125	fama renome reputação honra
n#08346031	Serviço_Aéreo_Especial
n#04713692	conformidade
n#06308765	sufixo
a#00602563	polémico
n#01995323	Chirocephalus
n#09271558	Rio_Elba Rio_elba rio_Elba Elba
n#04403925	Mira_telescopica mira_telescópica
n#12931906	angélica
v#01456341	sospesar
n#10746195	Vândalos vândalos Vândalo
n#05450617	Histiócito
n#06616806	Documentario documentário documentário
v#02182662	sussurrar
n#06219009	neoliberalismo Neo-liberalismo neoliberalismo
n#10924072	Jacques_Louis_David Jacques_louis_david Jacques-Louis_David Jacques-louis_david
n#05115040	abundância fartura
n#04915121	obscenidades
n#02066245	baleia-cinzenta
n#07196682	questão pergunta interrogação qüestão
v#00371264	esquentar aquecer
n#08438223	Chaparral
n#10988261	Evariste_Galois Evariste_galois Évariste_Galois Évariste_galois
n#13423615	abrasão
a#01521776	curável
n#13487207	brotação germinação
n#00886582	atletismo
r#00382287	visivelmente
v#01802219	queixar-se
n#03082450	compressa
n#11138085	Adolf_Loos Adolf_loos
v#00856824	louvar elogiar
n#06989657	língua_púnica
n#08912559	Urmia
n#14202763	cisto_sebáceo
n#06377133	lucubração
a#00930765	imprevisto inesperado não_previsto
n#04391569	fita coirela listrão
n#14402763	sigmatismo cicie
a#01950857	grosseiro
n#06952400	Saxão_antigo
n#07247071	publicidade propaganda anúncio promoção
n#09776642	rico
n#03959936	placa
n#06144762	Assiriologia
n#01611969	falcão peneireiro-vulgar
n#05345783	artéria_gástrica_direita
n#08157182	Dinastia_Chin Dinastia_chin
n#07033753	Missas missa
n#14411772	areia_movediça
v#02715279	abundar abundar_em ser_rico ser_abundante
v#01673732	Nódulo
n#05593871	metacarpo
a#00676555	cíclico
n#04876985	fidelidade fidelidade_conjugal
n#10898549	Joe_Clark Joe_clark
n#11230977	Max_Perutz
n#13137225	Sicônio sicónio
v#01412089	espancar maltratar
a#01769565	impessoal
v#00517847	carregar
n#09482916	Rio_yukon rio_Yukon
a#02665642	biogeográfico
a#01105233	específico
n#09596884	Electra
n#04152593	tubo_de_raios_catódicos monitor
r#00507716	ontem de_ontem
n#01547832	Tyrannidae
n#12410381	Liliidae
a#02845585	ciliar
n#00882961	exalarcheiro
v#00078760	tratar
a#02370212	suspeitado
v#01990694	surgir emergir
n#04235291	trenó Trenó
a#02080110	satírico sarcástico
n#00217014	destruição devastação
n#10915566	Davy_Crockett Davy_crockett
n#05890249	teoria
n#00378880	cremação cremação
n#03687820	escaler
n#11120530	Gertrude_Lawrence
n#11788926	Lysichiton
n#11330228	Igor_Yevgenyevich_Tamm
n#03283827	emissor
a#00680005	enrugado
n#10467179	presidente
a#01154964	esponjoso
n#03073832	Universidade_Colúmbia Universidade_Columbia Universidade_columbia
r#00501990	para_dentro
n#10001647	candidato
n#01244341	greve
n#08045681	Movimento_Revolucionário_Tupac_Amaru
n#02681392	adobe adobe adobo tijolo_cru
n#09166902	Vale_do_Silício Vale_do_Silicio Vale_do_silício Vale_do_Silício
n#15013450	Clorato_de_sódio clorato_de_sódio
n#02887079	cintas alças suspensórios aparelho_de_dente
n#11378462	Carl_Maria_Von_Weber Carl_Maria_von_Weber Carl_maria_von_weber
a#00094324	intransmissível
n#08160276	povo população gente cidadania
n#09186359	abismo
n#11859981	Lewisia
n#10633450	espectador observador espetador
n#03998673	Precipitador_eletrostático
a#01178134	descorado
n#08274443	companhia
n#00498220	Pôquer_aberto
a#03024420	marroquino
n#13460568	desidratação ressecação
n#06947479	Inglês_estadunidense inglês_americano inglês_americano inglês_(Estados_Unidos)
a#03014941	lombo-sacral
n#02111277	Terra_Nova Terra_nova terra-nova
n#14474264	bênção benção
n#02353297	Eliomys
n#01012360	agrupamento
r#00103554	pela_primeira_vez
n#09422190	areal
a#02966829	brasileiro brasileira Brasileiro
n#10608188	paraquedista
n#09081560	Boise
n#14974264	papel Papel papel carta
n#13831176	norte Norte
n#09673495	Indian_Motorcycle_Company
n#09098184	Cabo_Cod
n#12751402	Empetraceae
n#00694866	justiça
v#02493030	visitar
n#10958010	Duke_Ellington Duke_ellington
v#02569630	encarar
n#06232166	Movimento_dos_Santos_dos_Últimos_Dias Os_santos_dos_últimos_dias os_Santos_dos_Últimos_Dias
n#02062430	cetáceos
a#01491775	maturo maduro
a#02139403	calipígeo
n#10441962	plenipotenciário
v#02675701	imitar copiar emular
n#08068151	Indústria_cinematográfica
n#09139698	Rapid_City Rapid_city
n#08574314	região
n#01945443	Limacidae
n#12629523	Eriobotrya
v#00121046	experimentar
a#00006336	hidrófilo absorvente
n#10285313	menino rapaz moço criança garoto infante
n#00835032	respiração
a#02366365	passível capaz_de possível_de sujeito_a
n#04345915	obstáculo
n#01778984	Dermacentor
n#06994608	Língua_suázi Língua_suazi
n#00410247	hábito costume
a#01492257	maduro
v#00071178	torturar atormentar tortuar
n#06515827	biografia Biógrafos biografia
n#10593115	arqueiro
v#01422886	tampar arrolhar
n#08951777	Frísia
n#00776262	suborno suborno
n#15159583	data dia
n#03125057	placa-mãe
n#12537569	Lablab
n#09370552	Rio_Niágara Rio_Niagara Rio_niágara
n#14173625	angina
n#07967382	Etnicidade Grupo_étnico grupo_étnico etnia raça
n#12268918	carvalho
n#05837271	plano
n#08899577	Lúxor Luxor
v#00897125	saudar
a#00542953	concêntrico
v#00903385	perdoar desculpar
a#00015097	fácil
n#07650903	cortarempedaçospequenos
n#11684739	endocarpo
n#00250710	elaboração
n#09591973	GataBorralheira Cinderela
n#07713895	vegetal couve repolho
v#00421535	ausentar
r#00181748	vigorosamente astutamente espertamente
n#00167764	xeque-mate
n#11301414	Simão o_Zelote Simão o_zelote
n#06288024	antónimo antônimo
n#06605897	intenção significado
n#14045954	disgenesia
n#03216080	prancha_de_mergulho
v#01179865	comer alimentar-se
n#06111728	Mecânica_Estatística Mecânica_estatística mecânica_estatística
n#03011521	tabuleiro_de_xadrez
n#11761836	Inga_edulis
a#00340239	inevitável
n#03057021	Casaco sobretudo
n#06793426	letreiro anúncio cartaz papeleta rótulo edital
n#07383323	ensopado
n#15233239	Mesolítico Mesolítico
r#00040365	de_novo novamente outra_vez uma_vez_mais
v#00627091	ler
n#04340521	estroboscópio
a#01484987	feminino
n#15126931	Paleozóico Paleozoico Paleozóico paleozóico
n#04730797	pobreza
n#00830811	respiração
a#02962818	letão
r#00069672	igual
n#07851926	queijo_processado
n#11135371	Émile_Littré Émile_littré
n#15182805	Rosh_Hashaná Rosh_Hashana Rosh_hashaná Rosh_hashana
n#09282724	espuma
n#06234825	islamismo
n#14458943	Onisciência onisciência
v#01986869	submergir afundar
n#00867983	trema
n#11210105	NOSTRADAMUS Nostradamus
a#01873406	superficial
n#09203032	Monte_Ararat Monte_ararat Ararat
n#08808792	Cremona Cremona
n#03745571	menir menir
n#11743109	Juncaceae
n#04344246	Estudio estúdio estúdio
n#07926442	laranjada
n#14264664	febre_aftosa febre_aftosa
n#00819858	conservação_da_água
r#00153261	ao_mesmo_tempo
a#00760149	pacífico
n#06520944	contrato acordos acordos_económicos acordo contratos acordos_(legal) contrato
n#10463259	Guarda_Pretoriana guarda_pretoriana
v#01173933	devorar tragar
n#10396594	panteísta
n#00855407	meia-nove sessenta_e_nove
v#01813393	entristecer
a#00492677	comum
n#00188766	Touchdown aterrissagem
n#07609632	Trufa_de_chocolate trufa
n#09043556	Entebbe
r#00267558	à_deriva
n#00788766	esforço
n#11225661	Paulo_de_Tarso Paulo_de_tarso São_Paulo Paulo
n#00688766	Miringotomia
n#06383659	ode ode
n#10820444	Guillaume_Apollinaire Guillaume_apollinaire
n#05743870	teste_de_gravidez
n#05138958	mérito virtude merecimento
n#01526635	Meliphagidae
n#11246542	Joseph_Priestley Joseph_priestley
n#05917994	Efeito_especial Efeitos_especiais
v#00114837	acontecer tornar-se
n#11227101	Luciano_Pavarotti Luciano_pavarotti
n#09929298	alpinista
n#08735345	Lubumbashi
n#01092643	Livre-cambismo comércio_livre
n#08738531	San_Salvador San_salvador San_Salvador
n#13266690	Plano_Marshall Plano_marshall
n#00533805	tarantela
n#12090041	Primulales
n#10485989	protegido
n#09650250	Arapaho
n#04257986	Célula_solar_CIGS pilhas_solares
a#02697329	civico
n#00122661	tiro pontaria
n#11011398	Cary_Grant Cary_grant
a#02929901	racional
n#14923962	Ácido_isociânico
n#11989393	Edelweiß edelvais edelvais
n#05864758	produto_vetorial produto_externo produto_vectorial
n#09705124	etíope
n#05322855	Órgão_de_Corti Órgão_de_corti
n#07675411	Óleo_de_girassol
v#01198101	fumar
v#00621734	confundir
n#14684918	biomassa biomassa
n#08249207	Banda_Marcial Banda_marcial Marching_band
n#03081021	componente parte
n#01146576	confinamento
a#01158596	alcoólico
n#12469936	Smilax
r#00135198	alegoricamente
n#08812552	Trento Trento
n#11222054	Paracelso
n#07857356	Wasabi
n#02156140	garra
r#00099712	mais
n#03932670	pano
n#13473392	eliminação
n#09499338	Narcissus
a#01574259	físico
n#14047740	gravidez_ectópica Gravidez_ectópica Gravidez_ectopica
a#01176787	espumoso
v#00857653	cantar
v#00534222	politizar
n#06168334	Estruturalismo estruturalismo
n#14367080	cor_pulmonale
n#05562756	perna canela
n#00452293	caça
a#02273326	digno_de_confiança
n#13745270	9
n#01047803	renascimento
n#00636461	teste exame examinação
n#09796323	antropólogo antropologista antropóloga
a#03136855	serrilhado
n#06815970	obbligato
n#05464939	Neurilema
n#07325990	começo início investida
n#06658786	protecionismo protecionismo
n#13645010	Cavalo_vapor Cavalo-vapor cavalo-vapor cavalos-força
n#08619620	praça
n#01647803	Discoglossidae
n#03411339	Galeão galeão galeão
n#01483188	Lamnidae
a#00247439	sangrento sangüíneo
n#00038262	caminho curso corrente conduta
r#00034641	o_mais_precoce
a#02964782	chinês
n#03891538	salão sala_de_visitas
n#09963773	Tanoeiro tanoeiro
n#14606704	glutamina glutamina
n#06702458	doutoramento Doutorado doutor
n#10847994	Sarah_Bernhardt Sarah_bernhardt
n#06998322	Língua_dinka
r#00110659	a_céu_aberto ao_ar_livre
a#00895276	hipotônico
n#08093653	abecedarianos
n#14854581	merda cagalhão tolete
n#11207125	Friedrich_Nietzsche Friedrich_nietzsche
a#00472534	combinatório
n#05837370	insídia
a#00588207	iconoclástico
n#04247175	chaminé canodachaminé
n#10228468	juiz_de_paz Juiz_de_Paz juiz_de_paz
n#10249950	advogado advogado jurista advogada
r#00254711	quinzenalmente
n#10810215	Agripina_Minor Agripina_minor
a#02804515	sublingual
n#11999958	Packera
a#02080318	saturnino
v#01465054	concatenar
r#00043608	desde_aí daí por_isso
n#11152331	Thomas_Malory Thomas_malory
v#00866505	abençoar bendizer benzer
a#00749230	fácil
n#08439369	floresta_tropical_húmida
n#06176107	sintaxe
n#07820297	Ruta
r#00046863	extraordinariamente extraordinària
n#15110307	ligante
n#01043693	bênção
a#00732682	descritivo
n#14921414	Invar
n#00935005	artes_e_ofícios
n#09557130	Diana Diana
n#12317919	Juglandaceae
n#11528225	paralaxe paralaxe
a#02029568	canhoto
n#03329663	balsa
n#01254473	teletransporte
n#06577232	programa_de_saída
a#03100611	poligonal
n#13259917	vitória benefício ganho
n#12293723	genciana
n#10792335	adorador
n#00184362	voto_secreto
n#02980441	templo Castelos castelo
n#10902591	Bill_Clinton Bill_clinton
n#06485261	agenda
n#13271937	presente doação
n#08456347	Leis lei
n#14731334	actina
n#01697002	Crocodylus
v#01985757	afundar
n#08780510	Aland Åland
a#00361125	virgem
n#05322247	Perilinfa perilinfa
n#00021734	Nutrientes nutriente
a#02911346	paramétrico
n#14704640	cimento
a#02718497	eletrônico electrônico electrónico eletrónico
n#05020358	elasticidade elasticidade
r#00189846	orgulhosamente
n#09231890	Rio_Canadian
n#06939656	Língua_balinesa
v#01918183	passear
a#01744111	perspicaz
n#14644654	manganésio manganês Manganés Manganes manganês
a#02085740	religioso
v#00026385	relaxar descontrair pegar_leve
n#04973291	Bege beige bege
a#02794253	secretório
n#08750334	Cuba Cuba
n#11116117	Karl_Landsteiner Karl_landsteiner
n#13537429	fotossíntese Fotossíntese Fotossintese fotossíntese
n#12748815	Euonymus
a#02494253	rés-do-chão térreo
n#10128748	Ghost_writer ghost-writer
n#09347445	Marte Marte
n#09198755	Península_Antártica Península_antártica
v#02677097	comprometer
n#10259780	tenente-coronel
n#00329468	Snowboard
v#00426581	aparecer surgir
n#08379353	segregação_racial
n#08777233	Quito Quito
a#00391487	sable
n#11037836	Friedrich_Hebbel Friedrich_hebbel
n#15202634	ano
a#02528440	sem_amigos
a#01097690	emestoque
n#07677747	salame
a#02890983	mecânico
n#02728440	roupa vestuário vestido roupas
n#15163979	segunda-feira seg
n#02337001	Peromyscus_maniculatus
n#09170788	Deserto_da_Líbia
v#02254495	liquidar
n#03836906	denáilon náilon
r#00243608	obsessivamente compulsivamente de_forma_compulsiva
n#01060745	logística Logística Logistica logística
v#02235229	ceder dar entregar
v#02530167	procurar tentar
n#00322634	injeção
r#00137915	respectivamente
n#14633206	carbono Carbono carbono
n#13721387	tonelada
n#06203603	islamofobia
n#14650807	potássio Potassio potássio
n#10257402	libertário
n#00857160	bissexualidade bissexualidade
n#08602254	Parque_Nacional_dos_Arcos
n#15008847	água_do_mar água_do_mar salmoura água_salgada
n#12293419	Gentiana
r#00123695	etnicamente de_forma_étnica
n#06535222	legislação
n#00417859	abraço abraço
n#05244755	placa_bacteriana
n#14599168	Ácido_etanóico Ácido_etanoico vinagre ácido_acético
n#12785312	Crassula
n#10279778	dama senhora
n#02431785	uapiti uapiti
n#01205827	reconciliação
n#06139764	Behaviorismo
n#13618629	dracma
n#07431119	radiação_de_fundo
a#02091300	sugestivo
n#10270383	Lolita
a#01686439	original
n#07870069	Souvlaki souvlaki
n#05363270	Veia_cervical_profunda
n#09542868	Incubo Íncubo íncubo
n#14945624	sulfato_de_magnésio
n#06867510	fermata
n#02105855	Pastor_de_Shetland Pastor_de_shetland
n#08754238	Kingston
n#05338614	artéria_braquial
a#00748674	espinhoso cheio_de_espinhos
n#13285176	atribuição
a#00930022	esperável
n#14928885	Lactase lactase
n#11125193	Gottfried_Leibniz Gottfried_leibniz
n#07506382	crueldade
n#08818444	Eslovénia Eslovênia Eslovénia Eslovênia Eslovenia
n#04338517	instrumento_de_cordas
n#04335886	luz iluminação_pública
n#13527965	oscilação
v#00557686	lavar
n#06557047	citação intimação
v#01605692	ensopar
a#02849098	galáctico
n#07154330	expressão_idiomática provérbio ditado
n#08771596	Baviera Baviera
n#06444458	Epístola_aos_Filipenses Epístola_aos_filipenses
n#09481120	xenólito
n#03669665	Luminária_Drummond luz_de_cálcio notoriedade
r#00409459	nervosamente
a#01231191	institucional
n#13129165	tronco caule
a#02958714	ibério ibérico
n#10874162	Aaron_Burr
n#03878294	palanquim
n#02364221	Caviidae
n#10019406	mergulhador
n#11420376	abiogênese abiogenêse abiogenesia
r#00491150	educadamente
n#09607280	candidato solicitante pretendente
n#04476831	degrau
n#09501527	Sarpédon Sarpedon
n#13995148	liberdade
n#09750891	Jugoslavo iugoslavo
n#06611147	mexerico
n#04855138	santidade
a#00193367	horrível
n#05928513	interpretação
a#03075191	iraniano pérsico
r#00064464	cronologicamente
v#01924023	andar
n#04800596	novidade frescor frescura coisa_nova
n#04777852	firmeza
n#15140892	vida
n#06599788	temas tema assunto mensagem tópico
n#08646902	paisagem
n#12771597	Caqui_americano
n#00899049	Simulação simulação
n#13902229	ondulação
n#01158190	desmobilização
a#02857407	político política
n#09704630	londrino
n#01240979	anulação
n#04054361	espada rapieira
v#02112345	arejar
n#14500047	bagunça
n#02159955	hemípteros Insectos insetos inseto insecto
n#05961141	epicurismo
a#01736883	tolerante
n#01187810	julgamento sentença
n#08711468	Patagónia Patagônia
a#00407420	vistoso
n#13306870	custo preços preço
n#10883688	Alexis_Carrel Alexis_carrel
n#05620955	inteligência talento
n#08847570	Nassau Nassau
n#00342755	giro
n#13344071	seguro
n#13903738	fronteira limite borda fronteiras_nacionais margem
a#02317598	helicoidal
n#06506315	minuta
a#01342949	indiferente apático
a#02075321	louco
a#03091080	nigeriano
n#07505676	apatia indiferença
n#02010592	Nycticorax
v#02498320	pedir inscrever-se
n#08984788	Portugal Listas_de_Portugal Portugal
n#03855333	Oriel_window olhador
a#01418789	textual literal
n#12328241	Lythrum
n#05498773	Sistema_Límbico Sistema_límbico sistema_límbico
n#06107083	Relatividade_Restrita relatividade_restrita
n#09531296	Sita
n#10323752	amante amante chefa directoria
n#02694966	alva alva
n#09027460	Aragão
n#06943771	Línguas_eslavas línguas_eslavas língua_eslava eslavo
a#02826169	vulcânico
n#05802912	conversão
n#13591123	constante_de_Planck
a#00280844	deslumbrante
n#10742546	usurpador
n#14817964	cloridrato
v#02445356	patentear
v#02316649	dar conceder entregar ceder outorgar submeter-se transigir alhear
n#11931918	áster astropólio
n#08390157	Infantaria infantaria
n#12398174	lúpulo
n#11698895	Epimedium
n#11626152	Picea_sitchensis
n#05457973	óvulo óvulo
v#00433525	crescer
a#00526062	amplo
n#05306476	traseiro rabo
n#04453298	pasta_de_dente dentífrico Creme_Dental creme_dental creme_dental dentifrício
n#14188702	cistite Cistite
n#14419164	ligação
n#10953605	Paul_Ehrlich Paul_ehrlich
n#13302905	custos_de_substituição
n#05201452	penetracão
n#14643793	lítio Lítio lítio
n#02070776	Vaquita
n#03969041	encanamento
n#06533863	Artigos_da_Confederação
v#01538629	salpicar
a#03080101	latino latino-americana
n#11131358	Jerry_Lee_Lewis Jerry_lee_lewis
n#14984973	corantes_têxteis cor tinta tintas colorante
n#01117164	aventura
n#03408444	futon
n#13881512	trapézio trapézio
v#02095545	subir
n#13902905	Quádricas quádrica
v#00959827	traduzir
n#04472243	transmissão
n#00368592	disseminação desagregação
n#13629482	tebibyte
n#12792638	Saxifraga
n#04314735	stent stent
n#08721559	Capital_do_Chile Santiago Santiago_do_Chile
n#06674947	prospecto
n#14326607	dor_de_cabeça cefaleia Cefaléia cefaleia cefaléia enchaqueca problemão
n#13102946	cirrus
v#00496489	isolar
n#02980625	torre torre
v#02221635	acontecer
n#14958564	naftalina
n#02870880	Estante
n#02906578	Ponte_do_Brooklyn Ponte_do_brooklyn ponte_do_Brooklyn
n#08405603	reino
n#10295371	marquês marquês
n#08563085	sul
n#07200527	resposta
n#09053185	Alabama Alabama
v#00299580	adequar adaptar ajustar
n#04779053	amenidade comodidade qualidade_do_que_é_ameno
n#11287734	Theodor_Schwann Theodor_schwann
n#15241507	Advento Advento
n#04066388	Reduto reduto reduto
n#08729094	Grande_Canal_da_China Grande_canal_da_china
n#12743232	Dimocarpus
n#13219258	cavalinha
n#08395465	Academia_Militar_dos_Estados_Unidos_da_América Academia_militar_dos_estados_unidos_da_américa
v#02604618	coexistir
n#00330457	aceleração aumento_na_velocidade
v#02571511	roubar furtar
n#11056654	Buddy_Holly Buddy_holly
n#00863513	Reflexos reflexo reflexo
n#14851850	Etileno_glicol etilenoglicol
n#02139671	Pteropodidae
n#11821777	Pleiospilos
n#04880830	naturalidade inocência
n#13728367	número_natural número_natural
n#05160574	sensatez
n#07597365	Bala caramelo coisa_doce candil
a#00615191	crível credível
n#15179415	Calendário_hindú Calendário_hindu
n#01518878	avestruz
v#02250625	compensar recompensar pagar indenizar indemnizar
v#01014609	sublinhar enfatizar
n#06221974	militarismo militarismo
n#11113266	Simon_Kuznets Simon_kuznets
n#10834176	Robert_Bárány Robert_bárány
v#00438752	atrasar
n#15233047	Paleolítico_Superior Paleolítico_superior
n#12663359	Coffea_canephora
n#07449862	festa banquete
v#02253456	compensar
n#11942875	Cacalia
v#02741003	dependurar estar_pendente
n#04844625	dureza
n#12683950	Balsaminaceae
n#02908217	pincel escova_de_dentes escova
n#14232945	vitiligo vitiligo
r#00504281	imediatamente
n#14543756	especulação
n#08730354	Ilha_Formosa Ilha_de_Formosa Taiwan Formosa Taiwan
n#01315581	poiquilotérmico
a#00508192	incompatível
n#13265425	dote dote
n#11271720	Gioachino_Rossini
n#15225929	trimestre
n#03971218	madeira_compensada madeira_compensada
n#10746581	vassalo Vassalagem
n#14319299	hiperglicemia hiperglicemia
n#10447828	Poilu
n#02178717	Bicudo-do-algodoeiro
n#02881906	bolina Lais_de_guia
n#13823651	ordem_de_magnitude magnitude ordem_de_grandeza
n#03475961	rede
n#03870672	fardo
n#09097707	Springfield
n#00882159	escuta dar_ouvidos
n#11363930	Giovanni_da_Verrazano Giovanni_da_verrazano
n#09124589	Binghamton
v#02594979	trabalhar
a#02123118	sarcástico irônico irónico
n#08949737	Amsterdã Amesterdão Amsterdão Amsterdão Amesterdão
n#06949506	Inglês_moderno
n#12310153	Syringa
n#02408217	búfalo
n#11378254	Ernst_Heinrich_Weber
a#02178500	intrincado
a#00817731	primitivo
n#05661668	solução
n#00968479	expedição
n#06842452	parêntesis
n#08523483	jazida
n#11069534	Thomas_Henry_Huxley Thomas_henry_huxley
n#11532816	Ascocarpo
n#06351888	Aramaico aramaico
n#03788195	mesquita Mesquitas mesquita Mesquita
n#12909421	Petúnia Petunia petúnia
v#00839834	exagerar aumentar
a#02229961	humilde
n#06408651	tratado
n#08387213	aristocracia
n#06832033	i
n#05524615	testículo testículo culhão gónada
a#02336338	confortável
n#10603242	meia-irmã
n#09590377	James_Bond James_bond
n#09655709	Haida
n#08457543	genoma genoma
n#00976531	invasão
n#01752585	vibora
n#06121690	Geologia_do_petróleo geologia_petrolífera
n#04100174	barra
n#15071684	Fator_VIII Fator_viii
v#02026086	acompanhar
n#13491464	escotilha
v#01019643	afirmar
n#14519097	desflorestação desmatamento
n#11818069	morugem
a#02271544	cândido
v#01385170	agregar
n#15023156	fibrinogênio
n#11946051	açafrão-bastardo
n#15294382	Lei_Seca Lei_seca proibição
n#03303510	escapamento
n#10863896	Leonid_Brejnev Leonid_brejnev
n#01577818	Acridotheres
n#13749407	30
n#09792555	Antepassado antepassado antecessor ancestral
v#00381601	mudar transmutar transformar
n#13963757	estado_civil
n#11773138	Dipladenia
n#03794056	ratoeira
n#10829450	Averróis
n#14628668	antimónio antimônio Antimónio Antimonio antimônio
n#10972825	Alexander_Fleming Fleming Sir_Alexander_Fleming
n#07663796	Rosbife
v#01662434	dilapidar
n#01250101	correção emenda
n#00758525	ganância avareza cobiça avidez avarícia
n#00068617	reincidência
n#01941670	Gastrópodes gastrópodes
n#08267446	tabela_periódica Tabela_Periódica Tabela_periodica tabela_periódica
n#00911048	construção
a#01909491	contaminado
n#04306847	Estátua estátua estatua
n#12255659	Pyrolaceae
n#11060688	Marilyn_Horne
n#05318407	Humor_Vítreo humor_vítreo
a#00493820	idiossincrático
n#14456586	cada_coisa
n#08185369	Sociedade_gestora_de_participações_sociais holding
a#00940870	estabelicido determinado
n#12272432	azinheira Azinheira
n#01914609	Anémona anêmona
n#12859873	Nepeta
n#05077661	coincidência
n#13748246	vinte_e_um
n#10370603	odalisca
a#01520655	maldito
a#01784217	ateístico
n#00051897	penetração_de_mercado
n#11234813	Franklin_Pierce Franklin_pierce
n#00411048	Práxis Praxis costumes costume práxis praxe
n#10970603	Henry_Fielding Henry_fielding
n#06760076	hipocrisia papo_furado
n#02803539	clarinete_baixo
n#07566340	produtos_alimentares alimento
a#01803792	áspera
n#10419472	pessimista
a#02646605	astronômico
n#05472959	fimbria
r#00027918	até_agora até_então até
a#01678112	incomum
a#02566799	alado voado
n#13828905	oposição
n#06372095	Apólogo apólogo alegoria parábola
n#00053097	despedida partida
n#09025451	Cádis Cádis
n#11027294	Knut_Hamsun Knut_hamsun
